Id,SalePrice
1461,128233.08
1462,154690.09
1463,189684.0
1464,186553.15
1465,194662.225
1466,182560.62
1467,173505.46
1468,173850.72
1469,177684.27
1470,125082.0
1471,203765.245
1472,92210.71
1473,97251.42
1474,148728.32
1475,114268.08
1476,319872.75
1477,243230.64
1478,298264.95
1479,270907.555
1480,338234.25
1481,306146.735
1482,204799.17
1483,185491.28
1484,165190.28
1485,174721.32
1486,200713.9
1487,299268.335
1488,226054.465
1489,208266.01
1490,216637.48
1491,191484.4
1492,87979.23
1493,179044.6
1494,289188.01
1495,299919.15
1496,234485.97
1497,179865.46
1498,153508.45
1499,151762.17
1500,159443.62
1501,169435.81
1502,150823.08
1503,255410.08
1504,227513.2
1505,218076.1
1506,176069.59
1507,247609.835
1508,199718.99
1509,160677.58
1510,153631.0
1511,153405.5
1512,169521.19
1513,146453.85
1514,179248.375
1515,238808.19
1516,163059.46
1517,154254.33
1518,127880.77
1519,226993.68
1520,138216.0
1521,146447.25
1522,159417.5
1523,115169.02
1524,120260.58
1525,128244.0
1526,129244.25
1527,104281.53
1528,125117.5
1529,145960.37
1530,168525.5
1531,134353.87
1532,106655.5
1533,145345.37
1534,115619.76
1535,172924.5
1536,118108.21
1537,85692.5
1538,146134.83
1539,237643.4
1540,125808.53
1541,149028.37
1542,148808.84
1543,176757.28
1544,80930.97
1545,102170.0
1546,119593.93
1547,136391.84
1548,129933.53
1549,115735.1
1550,144231.0
1551,115286.55
1552,151174.37
1553,147282.82
1554,108906.58
1555,180938.4
1556,105196.21
1557,134089.115
1558,84331.87
1559,138788.87
1560,156011.0
1561,225206.165
1562,125405.0
1563,125132.41
1564,166591.93
1565,159355.05
1566,231135.54
1567,78245.69
1568,225511.255
1569,166796.92
1570,128764.85
1571,130316.5
1572,143036.62
1573,232761.195
1574,129519.5
1575,212321.935
1576,259903.145
1577,201298.75
1578,146985.83
1579,145440.5
1580,185197.78
1581,145830.0
1582,128256.6
1583,315007.695
1584,238704.51
1585,140093.0
1586,77501.16
1587,106716.3
1588,153068.18
1589,97044.86
1590,135698.09
1591,104800.08
1592,124734.0
1593,113732.27
1594,196799.585
1595,137132.0
1596,237625.125
1597,184608.77
1598,201145.05
1599,151145.375
1600,169509.95
1601,89362.33
1602,115338.0
1603,89984.01
1604,281289.755
1605,257273.655
1606,171314.0
1607,180551.25
1608,219612.16
1609,193600.38
1610,170612.67
1611,152318.87
1612,185965.33
1613,181425.69
1614,120135.16
1615,85952.0
1616,85402.0
1617,88900.71
1618,127603.33
1619,134543.0
1620,180690.31
1621,145333.63
1622,150002.18
1623,287621.46
1624,243819.595
1625,128625.33
1626,168878.84
1627,186455.9
1628,262047.885
1629,181122.0
1630,299171.515
1631,193766.245
1632,244430.52
1633,171399.27
1634,201221.8
1635,182274.55
1636,165054.0
1637,187199.35
1638,197077.17
1639,176012.98
1640,232000.15
1641,174275.5
1642,212751.4
1643,225690.99
1644,223204.33
1645,180569.5
1646,153265.87
1647,158622.87
1648,146094.75
1649,140650.0
1650,122979.26
1651,121012.45
1652,93795.0
1653,95876.13
1654,158641.45
1655,135249.09
1656,151471.5
1657,155547.45
1658,160797.32
1659,123116.5
1660,158446.5
1661,333417.285
1662,327421.595
1663,331002.04
1664,315011.375
1665,298811.3
1666,322981.01
1667,325824.29
1668,310391.545
1669,274633.75
1670,327481.345
1671,274596.585
1672,329261.055
1673,293104.11
1674,247267.76
1675,204242.49
1676,202983.805
1677,219519.44
1678,326824.76
1679,336627.375
1680,299286.795
1681,236930.02
1682,314863.185
1683,190683.5
1684,172403.83
1685,176217.28
1686,171382.94
1687,170551.92
1688,192698.26
1689,187955.65
1690,183445.15
1691,174997.7
1692,246852.78
1693,171167.28
1694,184538.0
1695,169349.99
1696,292973.265
1697,169456.67
1698,325747.205
1699,310642.75
1700,253807.685
1701,268428.27
1702,253335.91
1703,260154.225
1704,300425.58
1705,211956.42
1706,302524.585
1707,225754.88
1708,226322.4
1709,248207.215
1710,208966.96
1711,256107.72
1712,250059.315
1713,276288.78
1714,217051.07
1715,206053.85
1716,187200.74
1717,159263.64
1718,142083.52
1719,204620.0
1720,240762.41
1721,156131.45
1722,126055.75
1723,155519.77
1724,221074.21
1725,235189.2
1726,204232.62
1727,184960.16
1728,180290.89
1729,161926.38
1730,160293.8
1731,122697.48
1732,130468.53
1733,126291.99
1734,131558.5
1735,135812.58
1736,116724.07
1737,302367.395
1738,215849.7
1739,288309.25
1740,246301.68
1741,200797.225
1742,169306.48
1743,176304.1
1744,291362.57
1745,217800.0
1746,252245.04
1747,206071.955
1748,217112.0
1749,163281.37
1750,149867.37
1751,217084.5
1752,121205.0
1753,143573.58
1754,191780.28
1755,165463.07
1756,117630.85
1757,117321.48
1758,151939.18
1759,168274.0
1760,162969.0
1761,151540.37
1762,195448.105
1763,176105.8
1764,120225.58
1765,238805.6
1766,162808.5
1767,207490.875
1768,145726.15
1769,155943.5
1770,141410.0
1771,137521.75
1772,144950.34
1773,139295.5
1774,138687.24
1775,132077.35
1776,123907.5
1777,118836.0
1778,134588.875
1779,113771.0
1780,168883.5
1781,131938.0
1782,107386.41
1783,133983.65
1784,111649.39
1785,116016.98
1786,154727.17
1787,178223.4
1788,63883.62
1789,90338.62
1790,102207.41
1791,182460.65
1792,154633.84
1793,134108.26
1794,140813.5
1795,140584.0
1796,122058.26
1797,112265.58
1798,127471.16
1799,111678.15
1800,127987.83
1801,133574.34
1802,144218.25
1803,149768.51
1804,142852.1
1805,135018.5
1806,113509.87
1807,138869.0
1808,117942.58
1809,129833.67
1810,152574.64
1811,158675.71
1812,115506.3
1813,122183.0
1814,98747.01
1815,63401.53
1816,102574.52
1817,155760.35
1818,126523.75
1819,111903.62
1820,92052.63
1821,115306.47
1822,154160.65
1823,74953.26
1824,134285.05
1825,145345.49
1826,105228.06
1827,105176.06
1828,138706.87
1829,112167.41
1830,131231.62
1831,142082.85
1832,121937.0
1833,144372.64
1834,133350.58
1835,141379.34
1836,127438.58
1837,103645.5
1838,129389.25
1839,90328.0
1840,164851.3
1841,148655.18
1842,92533.54
1843,143054.5
1844,137133.97
1845,151942.47
1846,151667.0
1847,182225.56
1848,69804.48
1849,117567.5
1850,132079.5
1851,157943.82
1852,128087.1
1853,145803.82
1854,154753.95
1855,162109.25
1856,222910.58
1857,228002.57
1858,142786.62
1859,120650.93
1860,150707.16
1861,122864.98
1862,261427.145
1863,246791.06
1864,246791.06
1865,300555.125
1866,311453.195
1867,235052.41
1868,289562.83
1869,199163.635
1870,214338.13
1871,241775.81
1872,170806.19
1873,224946.69
1874,141829.0
1875,200618.86
1876,193083.35
1877,208595.18
1878,212855.46
1879,134972.5
1880,138085.9
1881,254947.795
1882,255153.63
1883,204218.6
1884,219858.38
1885,232987.24
1886,293838.65
1887,208940.75
1888,261890.6
1889,167849.17
1890,138820.91
1891,144936.6
1892,111927.55
1893,135358.0
1894,125375.13
1895,154226.84
1896,120795.5
1897,122280.61
1898,107843.65
1899,141064.79
1900,111155.88
1901,178093.82
1902,148967.68
1903,181403.03
1904,135218.82
1905,167585.82
1906,163891.32
1907,214790.125
1908,112881.5
1909,134276.6
1910,124640.75
1911,194304.87
1912,274027.54
1913,149545.71
1914,68785.75
1915,299046.455
1916,74796.2
1917,260158.075
1918,137166.6
1919,156429.26
1920,179702.53
1921,328864.135
1922,290434.505
1923,191492.175
1924,218000.875
1925,233942.86
1926,333301.625
1927,140494.0
1928,149477.37
1929,123603.41
1930,133706.93
1931,140697.4
1932,141291.25
1933,196509.73
1934,179079.82
1935,174478.21
1936,191636.5
1937,182600.0
1938,185825.87
1939,226270.895
1940,193914.87
1941,177638.82
1942,197012.95
1943,194939.075
1944,317210.315
1945,333685.85
1946,164621.26
1947,290130.315
1948,162023.0
1949,251557.01
1950,175488.97
1951,253496.745
1952,230159.38
1953,165437.37
1954,187366.5
1955,133841.66
1956,279229.735
1957,160046.98
1958,319490.92
1959,147679.49
1960,118662.82
1961,121918.08
1962,90637.71
1963,101067.42
1964,111075.37
1965,155609.25
1966,136404.0
1967,270226.74
1968,334749.49
1969,336168.885
1970,339137.125
1971,331294.49
1972,336722.41
1973,255524.625
1974,319665.085
1975,324182.42
1976,263156.785
1977,329091.25
1978,330795.525
1979,286831.875
1980,195486.42
1981,314159.49
1982,219181.99
1983,208808.84
1984,168979.25
1985,217359.81
1986,225002.775
1987,179019.96
1988,179867.69
1989,191738.25
1990,219861.25
1991,240434.545
1992,219012.37
1993,173024.89
1994,245374.96
1995,182390.58
1996,258954.36
1997,299564.02
1998,331697.1
1999,248778.875
2000,295703.675
2001,277337.6
2002,253467.515
2003,261570.895
2004,252644.17
2005,207465.185
2006,221620.245
2007,257019.475
2008,206016.33
2009,207289.0
2010,191308.4
2011,153038.77
2012,170185.15
2013,183715.7
2014,201092.0
2015,200420.9
2016,210223.09
2017,202521.35
2018,125520.16
2019,133511.66
2020,112456.16
2021,115315.83
2022,172042.37
2023,161609.81
2024,256940.44
2025,303911.655
2026,178097.1
2027,153826.75
2028,153520.47
2029,177178.34
2030,276225.295
2031,205927.19
2032,217496.68
2033,247922.91
2034,164060.01
2035,199917.76
2036,175799.9
2037,180645.9
2038,252936.515
2039,188487.55
2040,272289.245
2041,263796.77
2042,208882.65
2043,166375.0
2044,165754.0
2045,207341.95
2046,134258.86
2047,157662.33
2048,135579.58
2049,136507.3
2050,179555.0
2051,106593.59
2052,138578.75
2053,141387.0
2054,87660.61
2055,186102.16
2056,130404.25
2057,127897.1
2058,242558.34
2059,140909.43
2060,159013.84
2061,171841.05
2062,137672.5
2063,115144.5
2064,138947.68
2065,117882.5
2066,178484.515
2067,140902.16
2068,156602.165
2069,86550.11
2070,109008.76
2071,112222.3
2072,137552.14
2073,137182.21
2074,157926.41
2075,146493.46
2076,123050.93
2077,149967.0
2078,130545.83
2079,124350.92
2080,116115.8
2081,120837.5
2082,136566.53
